julian, epoch, x, y, z, vx, vy, vz, LT, RG, RR
2439126.500000000, A.D. 1966-Jan-01, -3.067278825328774E+01,  6.938878425203893E+00,  8.128988579682961E+00, -2.333996077984552E-04, -4.380055139925243E-03,  3.556150477069865E-04,  1.875975507904649E-01,  3.248150902220220E+01, -6.262905669730349E-04

2439307.500000000, A.D. 1966-Jul-01, -3.067364008873762E+01,  6.344771244859310E+00,  8.192154606748208E+00,  7.111323581580966E-04, -4.184345145703067E-03,  2.176064293867347E-04,  1.869912443698795E-01,  3.237653031972189E+01, -1.438667602602505E-03

2439491.500000000, A.D. 1967-Jan-01, -3.065990683006706E+01,  5.741420129908917E+00,  8.253379131353288E+00,  9.866271313751379E-04, -2.572663365145174E-03,  2.385760238755048E-04,  1.863544230705625E-01,  3.226626812977252E+01, -1.334259623897508E-03

2439672.500000000, A.D. 1967-Jul-01, -3.064185567636331E+01,  5.150064883880112E+00,  8.311858823371354E+00,  2.230347716305740E-04, -2.153122985316176E-03,  3.291440742191314E-04,  1.857647222880666E-01,  3.216416460439957E+01, -4.721752754906185E-04

2439856.500000000, A.D. 1968-Jan-01, -3.062014856857979E+01,  4.548881788714728E+00,  8.369647507862441E+00, -9.628442715565378E-04, -3.188531200674696E-03,  4.362491550465220E-04,  1.852075387684113E-01,  3.206769126855671E+01,  5.809409423739295E-04

2440038.500000000, A.D. 1968-Jul-01, -3.058945135534559E+01,  3.945606282807046E+00,  8.424070032178133E+00, -4.308320257948776E-04, -4.265993119452678E-03,  3.493528497360699E-04,  1.846583507987641E-01,  3.197260231928302E+01, -2.220779778694514E-05

2440222.500000000, A.D. 1969-Jan-01, -3.054321458757907E+01,  3.330038044611109E+00,  8.475697000399771E+00,  1.208771126512525E-03, -3.966899192004419E-03,  1.356188975731746E-04,  1.840764292818653E-01,  3.187184573199434E+01, -1.536786317973627E-03

2440403.500000000, A.D. 1969-Jul-01, -3.048580026889567E+01,  2.729108157445351E+00,  8.523811482067291E+00,  1.435328454469184E-03, -3.044029371019112E-03,  1.446009941540389E-04,  1.835022613014719E-01,  3.177243162793581E+01, -1.599879762182862E-03

2440587.500000000, A.D. 1970-Jan-01, -3.041793782956922E+01,  2.123699698194349E+00,  8.570269693002519E+00,  1.065898328359968E-04, -2.208251997115727E-03,  3.218306030486846E-04,  1.829308764583978E-01,  3.167349940916612E+01, -1.633457635311100E-04

2440768.500000000, A.D. 1970-Jul-01, -3.034716760912641E+01,  1.525082145112849E+00,  8.613973424717836E+00, -5.579581915436570E-04, -2.751674401528179E-03,  3.766464347894413E-04,  1.824073823017532E-01,  3.158285920570680E+01,  5.059815368340414E-04

2440952.500000000, A.D. 1971-Jan-01, -3.026942916073044E+01,  9.114103994417604E-01,  8.655985191533016E+00, -8.363868963765489E-05, -4.325920086416771E-03,  2.679007900035431E-04,  1.819054571165736E-01,  3.149595355388891E+01,  2.882757960276542E-05

2441133.500000000, A.D. 1971-Jul-01, -3.017746359667278E+01,  3.057285431867647E-01,  8.693838630430001E+00,  8.971175976954850E-04, -4.413348935168759E-03,  1.175084900515652E-04,  1.813876548914044E-01,  3.140629887781409E+01, -8.724498433674504E-04

2441317.500000000, A.D. 1972-Jan-01, -3.006799290431561E+01, -3.090415584976838E-01,  8.728772138941729E+00,  1.684027756722850E-03, -2.957772301466106E-03,  7.106269251424440E-05,  1.808365577849674E-01,  3.131087937175221E+01, -1.568176014623461E-03

2441499.500000000, A.D. 1972-Jul-01, -2.995258583987038E+01, -9.102019556593823E-01,  8.761024342609137E+00,  8.499137096751419E-04, -2.199438499495364E-03,  1.724166847550536E-04,  1.803165858470129E-01,  3.122084902155417E+01, -7.028839393372383E-04

2441683.500000000, A.D. 1973-Jan-01, -2.983299241479404E+01, -1.515549758150177E+00,  8.791694598788130E+00, -4.198446225780477E-04, -3.107825664544959E-03,  2.881457035659263E-04,  1.798402392800107E-01,  3.113837217018494E+01,  6.348621820272930E-04

2441864.500000000, A.D. 1973-Jul-01, -2.970579982386734E+01, -2.116455596522344E+00,  8.818792719761209E+00, -1.784926220754667E-04, -4.012470820738629E-03,  2.342246396765901E-04,  1.793840135805037E-01,  3.105937913902725E+01,  5.106367677866989E-04

2442048.500000000, A.D. 1974-Jan-01, -2.956410701715049E+01, -2.731952952118436E+00,  8.842924783934949E+00,  1.480576507899666E-03, -4.237676366893862E-03,  4.991499320578200E-08,  1.789196769044968E-01,  3.097898173582286E+01, -1.039231978183702E-03

2442229.500000000, A.D. 1974-Jul-01, -2.941113782323959E+01, -3.331809160434740E+00,  8.863384185104325E+00,  1.982574158343491E-03, -3.418230302366884E-03, -2.455439652691934E-05,  1.784509518684821E-01,  3.089782451163687E+01, -1.525625398449332E-03

2442413.500000000, A.D. 1975-Jan-01, -2.924422617963973E+01, -3.934316594203348E+00,  8.881156538863841E+00,  1.018270954480498E-03, -2.158838395269897E-03,  1.112018489199473E-04,  1.779739401301519E-01,  3.081523248942239E+01, -6.586804549201361E-04

2442594.500000000, A.D. 1975-Jul-01, -2.907676221287939E+01, -4.526222586311962E+00,  8.896443412723114E+00,  2.045390842577987E-04, -2.415340411858995E-03,  2.061054007841066E-04,  1.775529508895051E-01,  3.074234046199079E+01,  2.217996073899108E-04

2442778.500000000, A.D. 1976-Jan-01, -2.890228686933147E+01, -5.129681909607605E+00,  8.909474882327860E+00,  1.404211453566755E-04, -4.043183086025490E-03,  1.501322521471398E-04,  1.771714561526499E-01,  3.067628669591085E+01,  5.874032478621968E-04

2442960.500000000, A.D. 1976-Jul-01, -2.871516254164314E+01, -5.729953580032602E+00,  8.918590379712818E+00,  1.324022843733158E-03, -4.386481242413558E-03, -3.423208142823237E-05,  1.767850389077041E-01,  3.060938062397571E+01, -4.309299603960070E-04

2443144.500000000, A.D. 1977-Jan-01, -2.850926934399688E+01, -6.334046154835557E+00,  8.923865856820845E+00,  2.238249712082214E-03, -2.991242068795503E-03, -1.002169980501283E-04,  1.763694234060249E-01,  3.053741903060375E+01, -1.498441029942756E-03

2443325.500000000, A.D. 1977-Jul-01, -2.829950446046464E+01, -6.920788459356499E+00,  8.926453707663951E+00,  1.741946817383864E-03, -2.254155960496994E-03, -4.421305902466292E-05,  1.759819334721586E-01,  3.047032722833950E+01, -1.118805214681156E-03

2443509.500000000, A.D. 1978-Jan-01, -2.808113299573301E+01, -7.511118281011010E+00,  8.926687046739136E+00,  2.436689815628300E-04, -2.657667986714855E-03,  1.238517133404321E-04,  1.756225507667444E-01,  3.040810204182108E+01,  4.678076582122518E-04

2443690.500000000, A.D. 1978-Jul-01, -2.785851522260979E+01, -8.095432452995199E+00,  8.923840740330116E+00,  1.798559261594137E-04, -3.582370513437180E-03,  9.086948540658972E-05,  1.753008088097813E-01,  3.035239414886681E+01,  8.171093242472903E-04

2443874.500000000, A.D. 1979-Jan-01, -2.762144824763492E+01, -8.693099489863515E+00,  8.917521697978071E+00,  1.677389630257404E-03, -4.309370737773806E-03, -1.332286068887380E-04,  1.749931136935540E-01,  3.029911839099199E+01, -3.319638269347188E-04

2444055.500000000, A.D. 1979-Jul-01, -2.737290601665432E+01, -9.275368374065829E+00,  8.907558258741831E+00,  2.409965188968748E-03, -3.689647149533393E-03, -1.989265455636863E-04,  1.746703364827412E-01,  3.024323124939018E+01, -1.108243482855377E-03

2444239.500000000, A.D. 1980-Jan-01, -2.710643081651716E+01, -9.859051252938883E+00,  8.893939845126397E+00,  1.929035259819739E-03, -2.143380698681868E-03, -1.161421194225845E-04,  1.743270774638233E-01,  3.018379779264753E+01, -1.066483478813017E-03

2444421.500000000, A.D. 1980-Jul-01, -2.683935871076586E+01, -1.043051584350201E+01,  8.878168266673010E+00,  8.265255499533826E-04, -2.219443012402215E-03,  2.500256715056074E-05,  1.740309165519391E-01,  3.013251912034687E+01,  3.944233070305127E-05

2444605.500000000, A.D. 1981-Jan-01, -2.656519811388359E+01, -1.100831479893557E+01,  8.859564075016495E+00,  6.210487245305557E-04, -3.817839682431740E-03, -1.026904621168545E-05,  1.737830932952357E-01,  3.008960985359682E+01,  8.454320119609413E-04

2444786.500000000, A.D. 1981-Jul-01, -2.628113444381605E+01, -1.157693166900659E+01,  8.837417819708145E+00,  1.486389468889687E-03, -4.246671332389343E-03, -1.528437096394143E-04,  1.735371068729264E-01,  3.004701862486322E+01,  2.911662802246008E-04

2444970.500000000, A.D. 1982-Jan-01, -2.597643161144817E+01, -1.215250356675749E+01,  8.810830524488500E+00,  2.797152644310940E-03, -3.208041465338479E-03, -2.822543166414714E-04,  1.732741241362777E-01,  3.000148457552652E+01, -1.205313819707586E-03

2445151.500000000, A.D. 1982-Jul-01, -2.566738131128082E+01, -1.270795756071669E+01,  8.781726151021747E+00,  2.588470355090612E-03, -2.304383076832070E-03, -2.613843597834936E-04,  1.730175413866623E-01,  2.995705864959382E+01, -1.316906963473038E-03

2445335.500000000, A.D. 1983-Jan-01, -2.534658384717887E+01, -1.326228060781101E+01,  8.749436874524436E+00,  1.030437211250711E-03, -2.153425574147199E-03, -6.343919995338209E-05,  1.727729724801531E-01,  2.991471285611274E+01,  6.305304656833826E-05

2445516.500000000, A.D. 1983-Jul-01, -2.502533069748300E+01, -1.380728237550988E+01,  8.714763271964525E+00,  6.771444075757081E-04, -2.978096299695607E-03, -7.295532249158531E-05,  1.725764426138794E-01,  2.988068476460726E+01,  7.877284487389296E-04

2445700.500000000, A.D. 1984-Jan-01, -2.469066688947375E+01, -1.436196538948325E+01,  8.676265813174922E+00,  1.840408000473364E-03, -4.119973244810706E-03, -2.601132729412293E-04,  1.724137493565691E-01,  2.985251530033170E+01,  3.843294360344097E-04

2445882.500000000, A.D. 1984-Jul-01, -2.434341376092116E+01, -1.490467761655729E+01,  8.634072895780966E+00,  2.896095181684806E-03, -3.528117580146289E-03, -3.699373965035234E-04,  1.722323501861225E-01,  2.982110700759731E+01, -7.078695843277602E-04

2446066.500000000, A.D. 1985-Jan-01, -2.397917718053968E+01, -1.544145718339534E+01,  8.587871047294364E+00,  2.543829941749906E-03, -1.926348988801912E-03, -3.030800488590418E-04,  1.720281610662407E-01,  2.978575275743931E+01, -1.136655034769081E-03

2446247.500000000, A.D. 1985-Jul-01, -2.361791968703286E+01, -1.596139956365765E+01,  8.540030310174053E+00,  1.681615539065156E-03, -1.771832056409234E-03, -1.851777683093700E-04,  1.718645711915871E-01,  2.975742804868318E+01, -4.374291039836944E-04

2446431.500000000, A.D. 1986-Jan-01, -2.324814732396990E+01, -1.648429517273100E+01,  8.488894070535034E+00,  9.597358221279988E-04, -3.186230590041949E-03, -1.618829026214576E-04,  1.717446944698379E-01,  2.973667203772971E+01,  9.697278465102418E-04

2446612.500000000, A.D. 1986-Jul-01, -2.287321428549252E+01, -1.699777344539887E+01,  8.434950044184593E+00,  1.617005309377559E-03, -3.833553538989913E-03, -2.716119304535564E-04,  1.716462881532591E-01,  2.971963351219284E+01,  8.709640557642063E-04

2446796.500000000, A.D. 1987-Jan-01, -2.247872461131458E+01, -1.751689367426304E+01,  8.376148878504095E+00,  3.176644053932037E-03, -3.267501167791429E-03, -4.557872550309295E-04,  1.715527764546473E-01,  2.970344246348598E+01, -6.055923742492742E-04

2446977.500000000, A.D. 1987-Jul-01, -2.208102382231255E+01, -1.801498936511021E+01,  8.315203414685461E+00,  3.272369755754798E-03, -2.298367229449055E-03, -4.640790611482633E-04,  1.714515962009741E-01,  2.968592364562985E+01, -1.169278933170343E-03

2447161.500000000, A.D. 1988-Jan-01, -2.166987615349949E+01, -1.850841576881297E+01,  8.250407543930123E+00,  1.827132867220095E-03, -1.616446041465780E-03, -2.646412695612640E-04,  1.713504126764261E-01,  2.966840426143930E+01, -3.997277968732759E-04

2447343.500000000, A.D. 1988-Jul-01, -2.126161332237771E+01, -1.899271206464075E+01,  8.183879537642021E+00,  1.148504851528855E-03, -2.530480125714388E-03, -2.434085779474690E-04,  1.713057289060736E-01,  2.966066750643511E+01,  7.299089906139187E-04

2447527.500000000, A.D. 1989-Jan-01, -2.084239153763349E+01, -1.948231390643562E+01,  8.113479737202592E+00,  2.195274631292553E-03, -3.759558091425265E-03, -4.228122875896944E-04,  1.713095450473824E-01,  2.966132825082026E+01,  8.111450153932002E-04

2447708.500000000, A.D. 1989-Jul-01, -2.041621743825079E+01, -1.995653992944964E+01,  8.040411326447863E+00,  3.099471570368024E-03, -3.466653603021963E-03, -5.298694191973297E-04,  1.713036296011556E-01,  2.966030402305621E+01,  5.537898212502068E-05

2447892.500000000, A.D. 1990-Jan-01, -1.996982500462115E+01, -2.042819249993452E+01,  7.962525929404469E+00,  3.285614825258667E-03, -1.800304060449138E-03, -5.238634963556428E-04,  1.712815412291146E-01,  2.965647953999280E+01, -1.112993597787772E-03

2448073.500000000, A.D. 1990-Jul-01, -1.952796904492005E+01, -2.088098451375860E+01,  7.883617948529205E+00,  2.491624992645927E-03, -1.353144976953161E-03, -4.037836909123173E-04,  1.712817109060476E-01,  2.965650891864303E+01, -7.952605897413386E-04

2448257.500000000, A.D. 1991-Jan-01, -1.907727744028002E+01, -2.133216518883437E+01,  7.801188837813021E+00,  1.344336493647160E-03, -2.422397363447106E-03, -3.221657248537289E-04,  1.713161593890228E-01,  2.966247348857395E+01,  7.927668203413233E-04

2448438.500000000, A.D. 1991-Jul-01, -1.862574426859545E+01, -2.177437722395636E+01,  7.716894325259884E+00,  1.721905262858788E-03, -3.223946221300025E-03, -3.888717233476858E-04,  1.713872108645985E-01,  2.967477567021348E+01,  1.183724941573266E-03

2448622.500000000, A.D. 1992-Jan-01, -1.815587055431883E+01, -2.222097051035714E+01,  7.627637430669024E+00,  3.369133387040205E-03, -3.189163779472144E-03, -6.099632244109229E-04,  1.714840793877883E-01,  2.969154793507887E+01,  1.698862696614810E-04

2448804.500000000, A.D. 1992-Jul-01, -1.767938989751577E+01, -2.264910116984293E+01,  7.536103916910225E+00,  3.718929904932050E-03, -1.986992525027286E-03, -6.389342590628045E-04,  1.715567603751071E-01,  2.970413225793058E+01, -8.604827038267543E-04

2448988.500000000, A.D. 1993-Jan-01, -1.719216062559213E+01, -2.306641227352184E+01,  7.441066531622497E+00,  2.333473932516290E-03, -1.161560377326732E-03, -4.408338083039595E-04,  1.716212772876294E-01,  2.971530301505054E+01, -5.587929494784000E-04

2449169.500000000, A.D. 1993-Jul-01, -1.671160485615754E+01, -2.347110054487649E+01,  7.345374355443259E+00,  1.666705713685773E-03, -1.723446793908174E-03, -4.088416558106232E-04,  1.717306281557049E-01,  2.973423653093607E+01,  3.226842788089148E-04

2449353.500000000, A.D. 1994-Jan-01, -1.622027326341805E+01, -2.387853524005628E+01,  7.245635545300209E+00,  2.223804544301021E-03, -3.201818827554770E-03, -5.259919599957420E-04,  1.718913938412126E-01,  2.976207224649994E+01,  1.228841861825081E-03

2449534.500000000, A.D. 1994-Jul-01, -1.572475333241051E+01, -2.427192984021422E+01,  7.144012424505549E+00,  3.161185196404917E-03, -3.210760718825548E-03, -6.614186416756009E-04,  1.720514560175439E-01,  2.978978615322585E+01,  7.887709678318708E-04

2449718.500000000, A.D. 1995-Jan-01, -1.520877773243969E+01, -2.466130461078069E+01,  7.037324296006538E+00,  3.863406679076985E-03, -1.659588429995714E-03, -7.131510447757208E-04,  1.722044954855093E-01,  2.981628411569138E+01, -7.663179206677625E-04

2449899.500000000, A.D. 1995-Jul-01, -1.469867413915740E+01, -2.502972923419891E+01,  6.930298861669685E+00,  3.231738408425887E-03, -9.624075668840338E-04, -6.140018274832628E-04,  1.723551900261036E-01,  2.984237606656860E+01, -9.271609291683176E-04

2450083.500000000, A.D. 1996-Jan-01, -1.417979642884414E+01, -2.539117463988017E+01,  6.819680994130336E+00,  1.786218925157938E-03, -1.555522873345402E-03, -4.782649807585148E-04,  1.725214539585701E-01,  2.987116377408248E+01,  3.651252987799273E-04

2450265.500000000, A.D. 1996-Jul-01, -1.366347036557431E+01, -2.574571650256370E+01,  6.707795312137381E+00,  1.998649897820703E-03, -2.649305190170879E-03, -5.278412317698712E-04,  1.727379093985066E-01,  2.990864187172063E+01,  1.249107730303996E-03

2450449.500000000, A.D. 1997-Jan-01, -1.313233661482975E+01, -2.609996093989267E+01,  6.591464507862033E+00,  3.623937018328638E-03, -2.749583680117954E-03, -7.466052250246465E-04,  1.729874888130519E-01,  2.995185520777513E+01,  6.427663288542775E-04

2450630.500000000, A.D. 1997-Jul-01, -1.260136999211208E+01, -2.643383018303253E+01,  6.474335715835822E+00,  4.077324955609867E-03, -1.851581930881505E-03, -7.909278243167264E-04,  1.732134591415712E-01,  2.999098075730188E+01, -2.519494222475916E-04

2450814.500000000, A.D. 1998-Jan-01, -1.205576573735254E+01, -2.675712650139014E+01,  6.352858909709581E+00,  3.006971387988721E-03, -5.985807008357535E-04, -6.226547560603913E-04,  1.734237387204954E-01,  3.002738953775360E+01, -8.056205113420546E-04

2450995.500000000, A.D. 1998-Jul-01, -1.152110319545847E+01, -2.706615108460637E+01,  6.231815525922930E+00,  2.181606438134978E-03, -8.747953582928147E-04, -5.604588532589904E-04,  1.736643600693292E-01,  3.006905183281102E+01, -1.646159573260336E-04

2451179.500000000, A.D. 1999-Jan-01, -1.097898214545768E+01, -2.737384210110371E+01,  6.107020194028376E+00,  2.180484093222218E-03, -2.442055868947262E-03, -6.068658273662888E-04,  1.739534900318515E-01,  3.011911313396705E+01,  1.301592573245187E-03

2451360.500000000, A.D. 1999-Jul-01, -1.043711017766166E+01, -2.767025392214016E+01,  5.981338921605724E+00,  3.048451763810910E-03, -2.746530295294026E-03, -7.535976885077211E-04,  1.742592312284764E-01,  3.017205058115005E+01,  1.314880486934385E-03

2451544.500000000, A.D. 2000-Jan-01, -9.876735976020649E+00, -2.796266887508489E+01,  5.850653717151709E+00,  4.181644442538959E-03, -1.492571279577588E-03, -8.569927458663538E-04,  1.745784444667648E-01,  3.022732064003826E+01, -1.514751998684173E-04

2451726.500000000, A.D. 2000-Jul-01, -9.319944549501614E+00, -2.823517628871723E+01,  5.719576922456540E+00,  3.551004928261846E-03, -4.634908581509259E-04, -7.501165095578019E-04,  1.748752281929517E-01,  3.027870714929259E+01, -8.025036173347742E-04

2451910.500000000, A.D. 2001-Jan-01, -8.759994349831670E+00, -2.849718319717124E+01,  5.585902819640411E+00,  2.039344407854104E-03, -9.243376804700518E-04, -6.021023187341694E-04,  1.751829303935793E-01,  3.033198413379330E+01,  1.685708941346453E-04

2452091.500000000, A.D. 2001-Jul-01, -8.207978902312648E+00, -2.875128294707267E+01,  5.452481726903121E+00,  2.001004519600389E-03, -1.785192521352743E-03, -6.133021258694105E-04,  1.755355468701195E-01,  3.039303778409874E+01,  1.038341544070190E-03

2452275.500000000, A.D. 2002-Jan-01, -7.642873588309439E+00, -2.900595029670087E+01,  5.314584152558244E+00,  3.482916111358196E-03, -2.411931856031287E-03, -8.373814905974139E-04,  1.759404780441600E-01,  3.046314944348634E+01,  1.276642575970325E-03

2452456.500000000, A.D. 2002-Jul-01, -7.079060351746718E+00, -2.924359670188665E+01,  5.176579405538184E+00,  4.168791034231133E-03, -1.693305464256510E-03, -8.988488736083977E-04,  1.763281937892522E-01,  3.053028034375233E+01,  5.029189389675932E-04

